Datazone,Population,Air.quality,Noise,Congestion,Road.Repairs,Road.Safety,Hassle.Costs,Physical.Activity,Excess.Cold,Excess.Heat,Dampness,Diet.Change,Total,,£ millions total
E01009051,1756,1.37,0.23,0.34,0.19,0.04,-1.36,0.32,0.10,0.00,0.05,1.14,2.29,,
E01008837,1227,0.96,0.22,0.24,0.13,0.03,-0.95,0.13,0.08,0.00,0.03,0.80,1.59,,
E01008956,1408,1.10,0.25,0.26,0.15,0.03,-1.09,0.18,0.10,0.00,0.03,0.93,1.81,,
E01009053,1612,1.26,0.17,0.29,0.17,0.04,-1.24,0.06,0.11,0.00,0.05,1.05,1.96,,
E01008838,1434,1.12,0.48,0.28,0.15,0.03,-1.11,0.07,0.08,0.00,0.04,0.93,1.80,,
E01008957,1614,1.27,0.39,0.30,0.18,0.04,-1.27,0.42,0.13,0.00,0.04,1.08,2.39,,
E01009054,1666,1.31,0.45,0.33,0.18,0.04,-1.29,0.04,0.09,0.00,0.04,1.09,2.10,,
E01008839,1303,1.02,0.07,0.26,0.14,0.03,-1.01,0.94,0.08,0.00,0.04,0.85,2.35,,
E01008958,1560,1.23,0.18,0.28,0.17,0.04,-1.21,0.52,0.11,0.00,0.04,1.02,2.48,,
E01009056,2250,1.75,0.73,0.42,0.24,0.05,-1.74,0.12,0.12,0.00,0.06,1.46,2.84,,
E01008840,1376,1.07,0.37,0.25,0.15,0.03,-1.06,2.16,0.48,0.00,0.02,0.90,4.17,,
E01008959,1738,1.36,0.24,0.33,0.18,0.04,-1.34,0.07,0.11,0.00,0.05,1.13,2.15,,
E01009057,2062,1.65,0.19,0.39,0.22,0.05,-1.60,0.32,0.13,0.00,0.05,1.35,2.71,,
E01008841,1486,1.16,0.40,0.29,0.16,0.04,-1.15,0.04,0.08,0.00,0.04,0.97,1.87,,
E01008960,1553,1.22,0.42,0.31,0.17,0.04,-1.20,0.04,0.08,0.00,0.04,1.01,1.96,,
E01009058,1987,1.57,0.28,0.37,0.21,0.05,-1.54,0.18,0.12,0.00,0.05,1.29,2.56,,
E01008842,1366,1.07,0.29,0.25,0.15,0.03,-1.05,1.89,0.36,0.00,0.01,0.89,3.77,,
E01008961,1451,1.13,0.30,0.25,0.15,0.03,-1.12,1.94,0.39,0.00,0.01,0.94,3.98,,
E01009059,1800,1.40,0.25,0.30,0.19,0.04,-1.39,0.07,0.11,0.00,0.05,1.17,2.12,,
E01008843,1204,0.94,0.35,0.23,0.13,0.03,-0.93,1.72,0.39,0.00,0.01,0.78,3.32,,
E01008962,2109,1.66,0.64,0.40,0.23,0.05,-1.66,4.05,0.55,0.00,0.03,1.39,6.70,,
E01009060,1732,1.35,0.24,0.29,0.18,0.04,-1.34,0.07,0.10,0.00,0.05,1.13,2.04,,
E01008844,1439,1.13,0.26,0.28,0.16,0.03,-1.13,0.19,0.08,0.00,0.04,0.95,1.97,,
E01008963,1490,1.16,0.51,0.28,0.16,0.04,-1.15,2.55,0.17,0.00,0.04,0.97,4.38,,
E01009061,1805,1.41,0.53,0.34,0.19,0.04,-1.40,3.36,0.81,0.00,0.02,1.18,6.26,,
E01008845,1426,1.13,0.10,0.27,0.15,0.03,-1.11,1.50,0.16,0.00,0.04,0.93,3.07,,
E01009263,1657,1.29,0.14,0.32,0.18,0.04,-1.28,0.33,0.10,0.00,0.05,1.08,2.29,,
E01009264,1891,1.48,0.16,0.36,0.20,0.05,-1.47,0.45,0.14,0.00,0.05,1.24,2.66,,
E01009265,1871,1.54,0.41,0.36,0.23,0.05,-1.59,0.73,0.15,0.00,0.05,1.38,3.23,,
E01009266,1825,1.42,0.21,0.34,0.19,0.04,-1.41,1.45,0.12,0.00,0.05,1.19,3.46,,
E01009267,1877,1.47,0.56,0.31,0.20,0.05,-1.48,2.07,0.42,0.00,0.03,1.25,4.99,,
E01009268,1473,1.15,0.34,0.24,0.16,0.04,-1.14,1.87,0.39,0.00,0.02,0.96,4.00,,
E01009269,1556,1.23,0.33,0.28,0.17,0.04,-1.21,2.17,0.35,0.00,0.02,1.02,4.18,,
E01008834,1520,1.19,0.20,0.29,0.16,0.04,-1.17,0.06,0.08,0.00,0.04,0.99,1.94,,
E01009105,1825,1.43,0.30,0.34,0.19,0.04,-1.42,0.37,0.12,0.00,0.05,1.19,2.62,,
E01009050,2349,1.84,0.63,0.47,0.25,0.06,-1.82,0.06,0.13,0.00,0.06,1.53,2.96,,
E01008943,1463,1.16,0.27,0.27,0.16,0.04,-1.14,1.91,0.28,0.00,0.03,0.97,3.75,,
E01009106,1304,1.02,0.14,0.23,0.14,0.03,-1.01,0.43,0.08,0.00,0.03,0.85,1.96,,
E01009107,1593,1.25,0.47,0.27,0.17,0.04,-1.30,2.23,0.37,0.00,0.02,1.11,4.24,,
E01009108,1073,0.84,0.15,0.20,0.11,0.03,-0.83,0.08,0.06,0.00,0.03,0.70,1.30,,
E01009109,1303,1.02,0.32,0.24,0.14,0.03,-1.01,1.62,0.17,0.00,0.03,0.85,3.36,,
E01009110,1360,1.06,0.42,0.25,0.15,0.03,-1.06,1.71,0.39,0.00,0.02,0.89,3.71,,
E01009111,1574,1.23,0.38,0.31,0.17,0.04,-1.22,2.69,0.70,0.00,0.01,1.03,5.19,,
E01009112,1576,1.23,0.30,0.29,0.17,0.04,-1.22,1.63,0.43,0.00,0.01,1.03,3.72,,
E01009113,1797,1.40,0.51,0.33,0.19,0.04,-1.39,4.18,0.82,0.00,0.02,1.17,7.16,,
E01009114,1436,1.13,0.38,0.29,0.15,0.03,-1.13,1.95,0.32,0.00,0.03,0.94,3.89,,
E01009115,1419,1.11,0.17,0.25,0.15,0.03,-1.10,1.35,0.08,0.00,0.04,0.93,3.01,,
E01009116,1359,1.06,0.54,0.25,0.14,0.03,-1.05,2.13,0.32,0.00,0.02,0.88,4.20,,
E01009117,2083,1.62,0.43,0.37,0.22,0.05,-1.61,2.74,0.38,0.00,0.04,1.35,5.89,,
E01009118,1590,1.25,0.16,0.31,0.17,0.04,-1.25,0.71,0.09,0.00,0.05,1.05,2.81,,
E01009119,1426,1.12,0.37,0.25,0.15,0.03,-1.10,2.73,0.54,0.00,0.02,0.93,4.89,,
E01009120,1907,1.49,0.33,0.35,0.21,0.05,-1.51,3.62,0.85,0.00,0.02,1.26,6.67,,
E01009122,1670,1.30,0.14,0.31,0.18,0.04,-1.29,0.02,0.10,0.00,0.05,1.09,1.97,,
E01009123,1654,1.29,0.45,0.31,0.18,0.04,-1.28,2.80,0.17,0.00,0.04,1.08,4.75,,
E01009124,2126,1.66,0.59,0.38,0.23,0.05,-1.64,2.88,0.37,0.00,0.05,1.39,6.02,,
E01009125,2067,1.61,0.43,0.38,0.22,0.05,-1.60,2.16,0.41,0.00,0.03,1.35,5.04,,
E01009126,1453,1.14,0.39,0.29,0.16,0.04,-1.13,0.04,0.08,0.00,0.04,0.95,1.83,,
E01009127,1542,1.21,0.41,0.31,0.16,0.04,-1.19,0.04,0.08,0.00,0.04,1.01,1.94,,
E01009128,1367,1.07,0.28,0.26,0.15,0.03,-1.06,3.08,0.14,0.00,0.04,0.89,4.64,,
E01009129,1579,1.23,0.14,0.29,0.17,0.04,-1.22,0.21,0.10,0.00,0.04,1.03,1.94,,
E01009130,1544,1.20,0.08,0.30,0.16,0.04,-1.19,0.57,0.09,0.00,0.04,1.00,2.46,,
E01009131,1423,1.12,0.31,0.25,0.16,0.04,-1.17,2.28,0.55,0.00,0.02,0.99,4.41,,
E01009132,1587,1.24,0.27,0.29,0.17,0.04,-1.23,2.18,0.42,0.00,0.02,1.03,4.50,,
E01009133,1446,1.13,0.21,0.28,0.15,0.03,-1.12,1.78,0.39,0.00,0.01,0.94,3.76,,
E01009134,1800,1.43,0.65,0.34,0.19,0.04,-1.39,2.39,0.18,0.00,0.05,1.17,4.50,,
E01009135,1405,1.10,0.36,0.26,0.15,0.03,-1.09,0.53,0.11,0.00,0.04,0.92,2.41,,
E01009136,1849,1.44,0.70,0.32,0.20,0.04,-1.47,2.33,0.33,0.00,0.04,1.24,4.96,,
E01009137,1615,1.26,0.40,0.33,0.17,0.04,-1.25,2.63,0.31,0.00,0.03,1.05,4.62,,
E01009138,2237,1.74,0.49,0.43,0.24,0.05,-1.73,3.15,0.59,0.00,0.03,1.46,6.42,,
E01009139,1652,1.29,0.58,0.33,0.18,0.04,-1.30,2.91,0.75,0.00,0.02,1.09,5.62,,
E01009140,2251,1.76,0.46,0.42,0.24,0.05,-1.74,3.71,0.75,0.00,0.02,1.46,7.21,,
E01009141,1888,1.50,0.25,0.36,0.20,0.05,-1.48,0.75,0.19,0.00,0.05,1.25,3.18,,
E01009143,1853,1.50,0.04,0.33,0.20,0.04,-1.43,1.47,0.11,0.00,0.05,1.21,3.83,,
E01009391,1954,1.52,0.50,0.36,0.21,0.05,-1.51,2.49,0.59,0.00,0.02,1.27,5.26,,
E01009658,1840,1.52,0.41,0.33,0.20,0.04,-1.42,3.28,0.23,0.00,0.04,1.20,5.48,,
E01009503,1521,1.22,0.56,0.28,0.16,0.04,-1.19,2.05,0.21,0.00,0.04,1.00,4.13,,
E01009392,1753,1.37,0.29,0.30,0.19,0.04,-1.35,2.07,0.27,0.00,0.04,1.14,4.38,,
E01009294,1911,1.50,0.22,0.37,0.20,0.05,-1.50,3.22,0.28,0.00,0.05,1.26,5.70,,
E01009659,1978,1.64,0.17,0.38,0.21,0.05,-1.54,2.29,0.34,0.00,0.05,1.31,4.83,,
E01009504,1600,1.26,0.25,0.30,0.17,0.04,-1.24,2.34,0.30,0.00,0.03,1.05,4.52,,
E01009598,2167,1.80,0.41,0.41,0.23,0.05,-1.70,1.53,0.20,0.00,0.05,1.42,4.75,,
E01009393,1906,1.49,0.38,0.36,0.20,0.05,-1.47,2.66,0.30,0.00,0.04,1.24,5.31,,
E01009295,1701,1.33,0.77,0.33,0.18,0.04,-1.31,2.85,0.76,0.00,0.02,1.11,5.79,,
E01009660,1796,1.48,0.40,0.33,0.19,0.04,-1.39,2.47,0.61,0.00,0.02,1.17,5.44,,
E01009505,1681,1.32,0.28,0.32,0.18,0.04,-1.31,2.40,0.69,0.00,0.02,1.10,5.05,,
E01009599,1104,0.91,0.20,0.21,0.12,0.03,-0.85,1.27,0.35,0.00,0.01,0.72,3.06,,
E01009394,1761,1.39,0.58,0.34,0.20,0.04,-1.41,2.70,0.67,0.00,0.02,1.21,5.61,,
E01009296,1513,1.18,0.27,0.27,0.16,0.04,-1.17,1.69,0.30,0.00,0.02,0.99,3.67,,
E01009661,2146,1.77,0.43,0.41,0.23,0.05,-1.66,2.44,0.67,0.00,0.02,1.40,5.82,,
E01009506,1525,1.19,0.34,0.26,0.16,0.04,-1.18,3.18,0.22,0.00,0.04,0.99,5.19,,
E01009604,1496,1.26,0.34,0.28,0.16,0.04,-1.19,0.34,0.12,0.00,0.04,0.99,2.30,,
E01009395,1779,1.39,0.21,0.36,0.19,0.04,-1.40,0.78,0.11,0.00,0.05,1.17,3.16,,
E01009297,1799,1.40,0.62,0.33,0.19,0.04,-1.39,3.01,0.31,0.00,0.04,1.17,5.33,,
E01009662,1438,1.19,0.16,0.26,0.15,0.03,-1.11,1.73,0.20,0.00,0.03,0.94,3.62,,
E01009507,1550,1.21,0.30,0.30,0.16,0.04,-1.20,2.07,0.30,0.00,0.03,1.01,4.34,,
E01009605,1802,1.48,0.36,0.34,0.19,0.04,-1.39,2.89,0.21,0.00,0.05,1.17,5.16,,
E01009396,2166,1.69,0.51,0.37,0.23,0.05,-1.67,1.72,0.73,0.00,0.02,1.41,5.78,,
E01009298,1623,1.27,0.44,0.32,0.17,0.04,-1.26,0.04,0.09,0.00,0.04,1.06,2.04,,
E01009663,1457,1.20,0.42,0.28,0.16,0.04,-1.13,0.08,0.08,0.00,0.04,0.96,2.05,,
E01009508,1687,1.33,0.19,0.30,0.18,0.04,-1.30,0.12,0.09,0.00,0.04,1.10,2.11,,
E01009606,2272,1.88,0.32,0.41,0.24,0.05,-1.75,3.08,0.31,0.00,0.06,1.48,5.97,,
E01009397,1733,1.35,0.59,0.30,0.18,0.04,-1.34,2.08,0.49,0.00,0.02,1.13,4.82,,
E01009299,1607,1.26,0.69,0.32,0.17,0.04,-1.24,2.36,0.69,0.00,0.02,1.05,4.99,,
E01009300,1952,1.52,0.47,0.36,0.21,0.05,-1.52,2.53,0.63,0.00,0.02,1.27,5.48,,
E01009301,1714,1.34,0.65,0.29,0.18,0.04,-1.34,2.29,0.58,0.00,0.01,1.12,5.43,,
E01009302,1478,1.16,0.10,0.29,0.16,0.04,-1.15,1.58,0.35,0.00,0.02,0.98,3.65,,
E01009303,1530,1.19,0.51,0.27,0.16,0.04,-1.18,2.36,0.51,0.00,0.02,1.00,4.69,,
E01009304,1845,1.44,0.64,0.33,0.20,0.04,-1.43,2.33,0.51,0.00,0.02,1.20,5.01,,
E01009305,1672,1.31,0.46,0.33,0.18,0.04,-1.30,0.11,0.09,0.00,0.05,1.09,2.16,,
E01009306,1685,1.32,0.43,0.31,0.18,0.04,-1.30,2.30,0.46,0.00,0.03,1.10,4.81,,
E01009307,1610,1.27,0.35,0.31,0.17,0.04,-1.25,1.79,0.18,0.00,0.04,1.05,3.94,,
E01009308,1889,1.49,0.41,0.33,0.20,0.05,-1.48,0.86,0.14,0.00,0.05,1.24,3.14,,
E01009309,1874,1.47,0.52,0.37,0.20,0.05,-1.45,0.12,0.10,0.00,0.05,1.23,2.42,,
E01009310,2014,1.57,0.30,0.39,0.21,0.05,-1.56,0.13,0.13,0.00,0.05,1.31,2.46,,
E01009311,1619,1.26,0.25,0.28,0.17,0.04,-1.25,0.60,0.28,0.00,0.03,1.05,2.65,,
E01009312,1574,1.23,0.41,0.27,0.17,0.04,-1.22,2.44,0.45,0.00,0.02,1.02,4.97,,
E01009313,1722,1.34,0.60,0.32,0.18,0.04,-1.33,2.13,0.28,0.00,0.03,1.12,4.33,,
E01009314,2019,1.58,0.46,0.36,0.22,0.05,-1.59,2.14,0.26,0.00,0.05,1.34,4.82,,
E01009315,1840,1.44,0.63,0.34,0.20,0.04,-1.42,2.86,0.35,0.00,0.03,1.20,5.40,,
E01009316,1942,1.51,0.22,0.34,0.21,0.05,-1.50,0.74,0.39,0.00,0.04,1.26,3.49,,
E01009317,2054,1.60,0.39,0.39,0.22,0.05,-1.59,2.93,0.39,0.00,0.03,1.34,5.68,,
E01009318,1593,1.25,0.49,0.28,0.17,0.04,-1.26,2.04,0.46,0.00,0.02,1.07,4.53,,
E01009319,1583,1.23,0.17,0.28,0.17,0.04,-1.23,0.60,0.26,0.00,0.03,1.03,2.72,,
E01009539,2146,1.78,0.22,0.38,0.23,0.05,-1.66,0.13,0.12,0.00,0.05,1.40,2.84,,
E01009484,1834,1.45,0.44,0.34,0.20,0.04,-1.45,2.39,0.41,0.00,0.03,1.24,5.06,,
E01009521,1721,1.34,0.36,0.32,0.18,0.04,-1.33,1.99,0.52,0.00,0.02,1.12,4.54,,
E01009522,1997,1.66,0.35,0.38,0.21,0.05,-1.55,2.48,0.62,0.00,0.02,1.30,5.76,,
E01009523,1848,1.53,0.66,0.35,0.20,0.04,-1.45,2.06,0.25,0.00,0.04,1.23,4.68,,
E01009524,1518,1.26,0.24,0.28,0.16,0.04,-1.17,2.13,0.48,0.00,0.01,0.99,4.33,,
E01009525,1544,1.27,0.37,0.27,0.16,0.04,-1.19,0.01,0.10,0.00,0.04,1.00,2.05,,
E01009526,1581,1.32,0.12,0.29,0.17,0.04,-1.22,0.16,0.29,0.00,0.03,1.03,2.20,,
E01009527,1633,1.34,0.51,0.31,0.17,0.04,-1.26,0.97,0.71,0.00,0.01,1.06,3.77,,
E01009528,2153,1.77,0.46,0.41,0.23,0.05,-1.66,4.06,0.18,0.00,0.06,1.40,7.03,,
E01009529,1553,1.27,0.42,0.30,0.16,0.04,-1.20,3.28,0.15,0.00,0.04,1.01,5.30,,
E01009530,1372,1.12,0.36,0.26,0.15,0.03,-1.06,0.79,0.23,0.00,0.03,0.90,2.70,,
E01009531,1678,1.39,0.22,0.29,0.18,0.04,-1.30,0.09,0.09,0.00,0.04,1.09,2.21,,
E01009532,1391,1.13,0.49,0.25,0.15,0.03,-1.07,0.05,0.08,0.00,0.04,0.90,2.00,,
E01009535,1350,1.14,0.30,0.26,0.14,0.03,-1.06,1.94,0.38,0.00,0.02,0.89,3.94,,
E01009536,1510,1.24,0.33,0.28,0.16,0.04,-1.17,2.87,0.19,0.00,0.03,0.98,5.01,,
E01009537,1452,1.20,0.22,0.29,0.15,0.03,-1.12,0.78,0.63,0.00,0.01,0.94,3.28,,
E01009538,1684,1.39,0.27,0.32,0.18,0.04,-1.30,3.17,0.21,0.00,0.04,1.10,5.62,,
E01009692,1177,0.97,0.23,0.22,0.13,0.03,-0.91,1.20,0.21,0.00,0.02,0.77,2.74,,
E01009693,1476,1.22,0.16,0.29,0.16,0.04,-1.14,0.06,0.08,0.00,0.04,0.96,1.98,,
E01009694,1428,1.17,0.34,0.25,0.15,0.03,-1.10,0.01,0.09,0.00,0.04,0.93,1.90,,
E01009695,1609,1.32,0.44,0.28,0.17,0.04,-1.24,0.01,0.10,0.00,0.04,1.05,2.18,,
E01009696,1398,1.15,0.23,0.23,0.15,0.03,-1.08,0.05,0.08,0.00,0.04,0.91,1.68,,
E01009320,1678,1.31,0.34,0.31,0.18,0.04,-1.30,0.14,0.11,0.00,0.04,1.09,2.10,,
E01009697,2057,1.68,0.58,0.41,0.22,0.05,-1.59,0.33,0.39,0.00,0.04,1.34,3.38,,
E01009698,1442,1.19,0.30,0.25,0.15,0.03,-1.11,0.25,0.08,0.00,0.04,0.94,2.02,,
E01009699,1449,1.19,0.44,0.27,0.15,0.03,-1.12,0.09,0.10,0.00,0.04,0.95,2.15,,
E01009321,1995,1.56,0.67,0.33,0.21,0.05,-1.54,2.30,0.57,0.00,0.02,1.30,5.38,,
E01009700,1660,1.37,0.32,0.31,0.18,0.04,-1.28,1.94,0.55,0.00,0.01,1.08,4.34,,
E01009628,1605,1.32,0.26,0.30,0.17,0.04,-1.24,0.08,0.09,0.00,0.04,1.04,2.08,,
E01009343,1847,1.45,0.50,0.37,0.20,0.04,-1.43,0.05,0.10,0.00,0.05,1.21,2.33,,
E01009322,1750,1.37,0.15,0.28,0.19,0.04,-1.35,2.28,0.15,0.00,0.05,1.14,4.39,,
E01009382,1965,1.54,0.77,0.32,0.21,0.05,-1.52,3.17,0.47,0.00,0.04,1.28,5.96,,
E01009485,2072,1.62,0.64,0.37,0.22,0.05,-1.60,3.53,0.70,0.00,0.02,1.35,7.17,,
E01009701,1469,1.21,0.37,0.27,0.16,0.04,-1.14,2.19,0.36,0.00,0.03,0.96,4.46,,
E01009540,2032,1.66,0.58,0.35,0.22,0.05,-1.57,0.60,0.13,0.00,0.05,1.32,3.18,,
E01009630,1906,1.57,0.50,0.32,0.20,0.05,-1.47,0.02,0.12,0.00,0.05,1.24,2.54,,
E01009344,1864,1.46,0.23,0.32,0.20,0.04,-1.44,1.03,0.35,0.00,0.03,1.21,3.57,,
E01009664,1585,1.31,0.32,0.31,0.17,0.04,-1.23,1.08,0.10,0.00,0.04,1.04,3.18,,
E01009270,2035,1.59,0.24,0.34,0.22,0.05,-1.57,2.84,0.59,0.00,0.02,1.32,5.71,,
E01009654,1820,1.50,0.35,0.34,0.19,0.04,-1.41,2.05,0.50,0.00,0.02,1.18,4.51,,
E01009437,1859,1.45,0.17,0.35,0.20,0.04,-1.44,0.63,0.37,0.00,0.04,1.21,3.22,,
E01009438,1313,1.03,0.21,0.23,0.14,0.03,-1.02,1.08,0.21,0.00,0.03,0.85,2.91,,
E01009439,1470,1.15,0.24,0.28,0.16,0.04,-1.14,1.72,0.13,0.00,0.04,0.96,3.58,,
E01009440,1535,1.20,0.32,0.26,0.16,0.04,-1.19,1.88,0.43,0.00,0.01,1.00,4.18,,
E01009441,1561,1.22,0.13,0.27,0.17,0.04,-1.23,1.86,0.13,0.00,0.05,1.03,3.80,,
E01009442,1507,1.23,0.43,0.29,0.16,0.04,-1.18,2.90,0.21,0.00,0.03,1.00,4.97,,
E01009443,1190,0.93,0.22,0.23,0.13,0.03,-0.92,1.31,0.18,0.00,0.03,0.77,2.94,,
E01009444,1517,1.18,0.14,0.28,0.16,0.04,-1.17,0.42,0.25,0.00,0.03,0.99,2.24,,
E01009445,1875,1.46,0.41,0.32,0.20,0.05,-1.47,2.01,0.24,0.00,0.05,1.24,4.64,,
E01009446,2575,2.06,0.46,0.51,0.28,0.06,-2.00,2.38,0.24,0.00,0.07,1.68,5.46,,
E01009447,1676,1.33,0.34,0.30,0.18,0.04,-1.29,0.07,0.08,0.00,0.04,1.09,2.08,,
E01009448,1712,1.34,0.39,0.27,0.18,0.04,-1.33,2.81,0.42,0.00,0.03,1.12,5.20,,
E01009449,2233,1.76,0.67,0.41,0.24,0.05,-1.73,3.48,0.22,0.00,0.05,1.46,6.30,,
E01009450,1596,1.25,0.12,0.30,0.17,0.04,-1.23,0.12,0.09,0.00,0.04,1.04,2.03,,
E01009451,1466,1.14,0.19,0.27,0.16,0.04,-1.13,0.82,0.28,0.00,0.03,0.95,2.78,,
E01009452,1695,1.35,0.28,0.30,0.19,0.04,-1.33,2.17,0.28,0.00,0.04,1.12,4.36,,
E01009453,1373,1.07,0.15,0.25,0.15,0.03,-1.06,0.42,0.22,0.00,0.02,0.89,2.31,,
E01009454,1415,1.10,0.40,0.27,0.15,0.03,-1.09,1.84,0.39,0.00,0.02,0.92,3.80,,
E01009455,1323,1.03,0.20,0.23,0.14,0.03,-1.02,0.81,0.24,0.00,0.03,0.86,2.63,,
E01009456,1745,1.36,0.25,0.31,0.19,0.04,-1.35,2.63,0.49,0.00,0.02,1.14,4.97,,
E01009457,1483,1.16,0.46,0.26,0.16,0.04,-1.15,1.84,0.41,0.00,0.02,0.96,4.13,,
E01009458,1453,1.14,0.26,0.27,0.15,0.03,-1.12,0.48,0.10,0.00,0.04,0.95,2.42,,
E01009459,1586,1.25,0.34,0.30,0.17,0.04,-1.26,2.46,0.47,0.00,0.02,1.06,4.74,,
E01009460,1556,1.23,0.12,0.29,0.17,0.04,-1.20,0.65,0.09,0.00,0.04,1.01,2.52,,
E01009461,1348,1.05,0.18,0.25,0.14,0.03,-1.04,1.97,0.26,0.00,0.02,0.88,3.79,,
E01009462,1633,1.27,0.20,0.30,0.17,0.04,-1.26,2.83,0.65,0.00,0.02,1.07,5.44,,
E01009463,1571,1.25,0.45,0.30,0.18,0.04,-1.34,2.47,0.63,0.00,0.02,1.12,5.24,,
E01009464,1459,1.19,0.32,0.27,0.16,0.04,-1.15,2.11,0.17,0.00,0.04,0.97,3.82,,
E01009465,1410,1.10,0.18,0.28,0.15,0.03,-1.09,2.65,0.19,0.00,0.04,0.92,4.39,,
E01009466,1679,1.31,0.46,0.29,0.18,0.04,-1.30,3.37,0.21,0.00,0.05,1.09,5.38,,
E01009467,1569,1.22,0.56,0.22,0.17,0.04,-1.21,1.61,0.58,0.00,0.01,1.02,4.45,,
E01009468,1511,1.18,0.26,0.28,0.16,0.04,-1.17,2.70,0.58,0.00,0.02,0.98,5.19,,
E01009469,1420,1.11,0.67,0.25,0.15,0.03,-1.10,2.82,0.14,0.00,0.04,0.92,4.94,,
E01009470,1434,1.12,0.56,0.24,0.15,0.03,-1.11,2.88,0.13,0.00,0.04,0.93,5.36,,
E01009471,1783,1.39,0.55,0.28,0.19,0.04,-1.38,1.25,0.52,0.00,0.02,1.16,4.43,,
E01009472,1659,1.29,0.55,0.30,0.18,0.04,-1.28,2.08,0.44,0.00,0.02,1.08,4.44,,
E01009473,1595,1.25,0.35,0.28,0.17,0.04,-1.25,2.18,0.24,0.00,0.04,1.06,4.07,,
E01009474,1539,1.20,0.50,0.25,0.16,0.04,-1.19,3.07,0.15,0.00,0.04,1.00,5.08,,
E01009475,2351,1.84,0.78,0.42,0.25,0.06,-1.82,3.32,0.68,0.00,0.03,1.53,7.15,,
E01009476,2116,1.65,0.78,0.33,0.22,0.05,-1.63,2.87,0.25,0.00,0.05,1.38,5.81,,
E01009477,1870,1.46,0.56,0.33,0.20,0.04,-1.44,2.25,0.53,0.00,0.02,1.22,4.88,,
E01009478,2137,1.67,0.50,0.38,0.23,0.05,-1.65,2.22,0.58,0.00,0.02,1.39,5.50,,
E01009479,2218,1.75,0.60,0.38,0.24,0.05,-1.72,1.59,0.37,0.00,0.05,1.45,4.67,,
E01009480,2109,1.64,0.68,0.37,0.22,0.05,-1.63,3.40,0.68,0.00,0.02,1.37,6.60,,
E01009481,2797,2.18,1.23,0.51,0.30,0.07,-2.16,6.09,1.26,0.00,0.03,1.82,10.31,,
E01009482,1723,1.34,0.43,0.33,0.18,0.04,-1.33,2.57,0.75,0.00,0.02,1.12,5.45,,
E01009483,2101,1.64,0.43,0.39,0.22,0.05,-1.62,0.89,0.14,0.00,0.06,1.37,3.58,,
E01009631,1605,1.33,0.46,0.31,0.17,0.04,-1.25,0.08,0.09,0.00,0.04,1.05,2.26,,
E01009632,1837,1.51,0.49,0.30,0.20,0.04,-1.42,0.02,0.11,0.00,0.05,1.19,2.49,,
E01009633,2218,1.81,0.55,0.37,0.24,0.05,-1.71,3.72,0.27,0.00,0.06,1.44,6.57,,
E01009634,2377,2.03,0.39,0.44,0.26,0.06,-1.91,2.95,0.22,0.00,0.07,1.59,6.16,,
E01009636,2741,2.27,0.33,0.52,0.29,0.07,-2.12,2.68,0.21,0.00,0.07,1.78,6.00,,
E01009637,1873,1.55,0.51,0.35,0.20,0.05,-1.46,1.51,0.25,0.00,0.04,1.24,4.17,,
E01009638,1956,1.62,0.29,0.34,0.21,0.05,-1.51,2.43,0.16,0.00,0.06,1.27,4.77,,
E01009639,1786,1.48,0.24,0.32,0.19,0.04,-1.38,1.10,0.39,0.00,0.03,1.16,3.36,,
E01009640,2215,1.81,0.66,0.39,0.24,0.05,-1.71,2.11,0.70,0.00,0.02,1.44,6.30,,
E01009641,3510,2.90,0.84,0.67,0.38,0.08,-2.71,6.84,1.42,0.00,0.04,2.29,12.68,,
E01009643,1409,1.15,0.33,0.26,0.15,0.03,-1.09,0.28,0.08,0.00,0.04,0.92,2.00,,
E01009644,1604,1.36,0.21,0.31,0.17,0.04,-1.25,0.48,0.10,0.00,0.04,1.05,2.39,,
E01009645,1438,1.18,0.30,0.28,0.15,0.03,-1.11,2.18,0.13,0.00,0.04,0.94,4.25,,
E01009646,1522,1.27,0.25,0.26,0.16,0.04,-1.18,1.38,0.19,0.00,0.04,1.00,3.35,,
E01009647,1867,1.58,0.50,0.36,0.20,0.05,-1.48,0.56,0.18,0.00,0.05,1.25,3.15,,
E01009648,1504,1.24,0.36,0.28,0.16,0.04,-1.17,1.82,0.25,0.00,0.04,0.98,3.85,,
E01009649,1455,1.20,0.27,0.27,0.15,0.03,-1.12,1.93,0.19,0.00,0.04,0.95,3.73,,
E01009650,1776,1.49,0.48,0.35,0.19,0.04,-1.40,3.41,0.25,0.00,0.04,1.17,6.05,,
E01009651,1453,1.19,0.37,0.27,0.15,0.03,-1.12,0.06,0.09,0.00,0.04,0.95,1.96,,
E01009652,1488,1.22,0.37,0.27,0.16,0.04,-1.15,0.93,0.25,0.00,0.03,0.97,3.00,,
E01009665,1295,1.10,0.10,0.24,0.14,0.03,-1.01,2.71,0.16,0.00,0.04,0.85,4.39,,
E01009653,1588,1.32,0.39,0.32,0.17,0.04,-1.23,0.60,0.11,0.00,0.04,1.05,2.75,,
E01009345,2042,1.60,0.28,0.38,0.22,0.05,-1.59,0.34,0.13,0.00,0.05,1.33,2.74,,
E01009666,1359,1.12,0.21,0.25,0.14,0.03,-1.05,0.53,0.08,0.00,0.04,0.88,2.25,,
